empid,gender,age,maritalstatus,joblevel,experience,occupation,emptype,wlb,workenv,physicalactivityhours,workload,stress,sleephours,commutemode,commutedistance,numcompanies,teamsize,numreports,edulevel,haveot,traininghoursperyear,jobsatisfaction,work_schedule_variability,work_schedule_variability_logit,pause_work,pause_work_logit,work_pace,work_pace_pca
2896,Male,29,Single,Junior,3,Legal,Full-Time,2,5,2.5,3,1,8.5,Public Transport,23,2,10,0,Bachelor,False,21.5,5,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2902,Male,24,Single,Mid,2,IT,Contract,3,5,2.7,3,1,6.5,Public Transport,25,0,11,0,Bachelor,True,31.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2903,Female,33,Single,Mid,11,Marketing,Contract,5,3,0.3,5,3,8.4,Bike,10,3,12,0,Bachelor,False,35.5,5,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2904,Female,49,Married,Senior,15,Sales,Full-Time,3,1,2.5,2,2,7.7,Public Transport,9,9,16,4,Bachelor,False,47.5,5,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2909,Male,25,Single,Junior,3,IT,Full-Time,5,5,2.9,3,1,7.7,Public Transport,11,1,7,0,Bachelor,True,21.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2914,Male,24,Single,Junior,2,Customer Service,Full-Time,4,3,1.9,2,2,6.1,Bike,9,0,9,0,Bachelor,False,21.0,5,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2916,Male,22,Single,Intern/Fresher,0,IT,Full-Time,3,4,1.5,3,4,9.0,Public Transport,11,0,26,0,Bachelor,True,10.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2920,Female,38,Married,Mid,16,IT,Full-Time,3,2,1.0,3,3,7.4,Car,15,5,13,0,Bachelor,False,38.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2923,Female,33,Single,Mid,10,Finance,Full-Time,2,4,0.2,1,1,6.0,Bike,5,3,12,0,Bachelor,False,35.0,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2932,Male,29,Single,Mid,7,Finance,Full-Time,1,4,0.4,4,1,7.2,Car,10,2,11,0,Bachelor,False,33.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2939,Female,44,Married,Mid,11,Operations,Full-Time,4,5,0.0,2,3,5.7,Car,13,7,10,0,Bachelor,True,35.5,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2941,Male,34,Single,Mid,7,IT,Full-Time,5,1,1.8,4,1,8.0,Car,8,4,14,0,Bachelor,True,33.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2943,Other,29,Single,Junior,6,Marketing,Full-Time,4,2,1.5,2,1,5.8,Bike,9,2,8,0,Bachelor,False,23.0,5,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2946,Other,44,Single,Senior,13,Finance,Full-Time,5,3,1.1,4,1,8.0,Bike,2,7,15,3,Bachelor,False,46.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2947,Female,56,Married,Senior,2,Operations,Full-Time,4,1,2.6,2,1,6.8,Car,21,11,21,3,Bachelor,True,41.0,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2950,Male,23,Single,Junior,1,Sales,Part-Time,2,3,2.4,1,2,5.5,Public Transport,23,0,8,0,Bachelor,False,20.5,5,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2953,Female,48,Married,Mid,25,Sales,Full-Time,3,2,1.6,1,1,5.5,Car,6,8,15,0,Bachelor,False,42.5,5,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2954,Male,29,Single,Junior,6,IT,Full-Time,3,3,1.5,3,1,5.2,Public Transport,17,2,5,0,Bachelor,False,23.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2955,Male,32,Married,Senior,2,Finance,Full-Time,5,2,3.5,4,1,8.6,Car,11,3,19,4,Bachelor,False,41.0,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2960,Male,54,Married,Senior,23,Finance,Full-Time,5,4,2.4,2,2,6.5,Car,7,10,20,7,Bachelor,False,51.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2961,Female,29,Single,Mid,7,Finance,Contract,1,3,3.2,3,1,6.5,Walk,2,2,10,0,Bachelor,False,33.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2963,Male,28,Single,Junior,6,IT,Contract,3,4,2.1,3,1,7.8,Public Transport,25,2,6,0,Bachelor,True,23.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2964,Male,25,Single,Junior,3,Sales,Contract,3,5,1.7,4,1,5.5,Car,10,1,8,0,Bachelor,False,21.5,5,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2969,Male,24,Single,Senior,2,IT,Part-Time,2,2,4.4,1,1,6.2,Public Transport,26,0,20,1,Bachelor,True,41.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2975,Female,49,Married,Mid,21,Legal,Full-Time,2,4,1.9,1,1,5.8,Public Transport,22,9,15,0,Bachelor,False,40.5,5,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2978,Female,28,Single,Mid,4,Sales,Full-Time,5,3,2.2,5,2,6.9,Public Transport,15,2,15,0,Bachelor,False,32.0,5,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2980,Male,46,Single,Senior,5,Sales,Contract,2,5,3.1,4,1,7.5,Car,7,8,17,5,Bachelor,True,42.5,5,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2981,Female,23,Single,Intern/Fresher,1,Legal,Full-Time,5,3,2.7,4,1,6.8,Bike,5,0,24,0,Bachelor,False,10.5,5,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2982,Other,28,Single,Junior,6,Marketing,Full-Time,1,5,0.0,4,1,6.3,Car,8,2,9,0,Bachelor,False,23.0,5,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2989,Female,31,Single,Senior,9,Legal,Full-Time,5,3,3.7,2,3,6.3,Car,18,3,19,3,Bachelor,False,44.5,5,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2993,Female,24,Single,Mid,2,Marketing,Full-Time,4,3,1.4,4,1,6.8,Walk,2,0,11,0,Bachelor,False,31.0,5,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
3003,Male,27,Single,Junior,5,IT,Full-Time,4,3,2.5,3,1,7.6,Public Transport,28,1,5,0,Bachelor,True,22.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
3004,Male,46,Married,Senior,21,Legal,Part-Time,3,4,0.1,5,1,6.6,Motorbike,5,8,20,6,Bachelor,False,50.5,5,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
3007,Female,31,Married,Mid,9,Finance,Full-Time,4,3,2.3,1,2,5.2,Car,5,3,11,0,Bachelor,True,34.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
3010,Female,26,Single,Mid,4,Operations,Contract,5,2,2.4,2,3,6.5,Car,16,1,13,0,Bachelor,False,32.0,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
3011,Female,29,Single,Junior,7,HR,Part-Time,1,5,1.0,1,1,5.3,Car,17,2,8,0,Bachelor,False,23.5,5,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
3019,Male,28,Single,Junior,6,Customer Service,Part-Time,3,4,1.5,4,1,8.6,Motorbike,22,2,7,0,Bachelor,True,23.0,5,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
3020,Female,23,Single,Intern/Fresher,1,Legal,Full-Time,2,4,1.0,2,2,6.3,Motorbike,12,0,24,0,Bachelor,False,10.5,5,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
3021,Male,26,Single,Mid,4,Sales,Full-Time,3,2,2.7,3,2,7.9,Public Transport,16,1,14,0,Bachelor,False,32.0,5,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
3023,Female,26,Single,Mid,3,IT,Contract,4,3,2.1,1,1,8.8,Car,13,1,10,0,Bachelor,True,31.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
40,Male,26,Single,Junior,4,IT,Part-Time,3,2,1.0,3,2,7.1,Bike,8,1,7,0,Bachelor,True,22.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
42,Other,36,Single,Mid,6,Finance,Full-Time,5,3,2.9,5,4,8.0,Public Transport,9,4,13,0,Bachelor,True,33.0,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
58,Male,27,Single,Junior,5,Sales,Part-Time,4,1,1.1,5,1,7.3,Bike,2,1,5,0,Bachelor,True,22.5,5,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
63,Other,33,Single,Senior,11,IT,Full-Time,1,2,1.7,2,1,7.4,Car,7,3,17,2,Bachelor,True,45.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
79,Male,25,Single,Junior,3,Finance,Full-Time,2,1,1.6,5,1,7.4,Public Transport,24,1,8,0,Bachelor,False,21.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
86,Male,39,Married,Senior,16,IT,Full-Time,1,4,1.6,3,1,6.6,Public Transport,22,5,22,6,Bachelor,True,48.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
89,Male,38,Single,Mid,8,IT,Full-Time,1,3,2.1,3,2,8.4,Motorbike,4,5,10,0,Bachelor,True,34.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
91,Male,31,Single,Mid,9,IT,Full-Time,2,2,1.8,4,1,7.4,Bike,3,3,15,0,Bachelor,True,34.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
102,Female,28,Single,Mid,6,HR,Full-Time,3,2,1.7,5,1,6.8,Motorbike,11,2,15,0,Bachelor,False,33.0,5,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
113,Female,31,Married,Mid,9,HR,Full-Time,1,2,2.8,4,1,4.0,Car,12,3,13,0,Bachelor,True,34.5,5,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
121,Male,25,Single,Junior,3,Operations,Part-Time,1,1,1.7,5,3,7.2,Bike,10,1,10,0,Bachelor,False,21.5,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
126,Male,44,Married,Mid,16,Customer Service,Full-Time,4,1,2.7,1,3,6.5,Car,18,7,14,0,Bachelor,True,38.0,5,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
139,Other,32,Single,Mid,10,HR,Part-Time,2,1,1.7,3,2,7.3,Motorbike,19,3,12,0,Bachelor,False,35.0,5,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
140,Female,41,Married,Mid,19,HR,Full-Time,1,3,0.3,5,4,7.5,Bike,4,6,10,0,Bachelor,False,39.5,5,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
152,Male,22,Single,Intern/Fresher,0,IT,Full-Time,2,4,1.4,5,2,7.7,Public Transport,5,0,23,0,Bachelor,True,10.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
167,Male,39,Married,Mid,17,Legal,Full-Time,1,2,2.6,4,1,6.6,Walk,1,5,13,0,Bachelor,False,38.5,5,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
168,Male,26,Single,Mid,4,IT,Full-Time,2,4,1.0,4,1,4.7,Public Transport,8,1,13,0,Bachelor,True,32.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
193,Female,27,Single,Mid,5,HR,Full-Time,2,1,2.8,5,1,5.5,Public Transport,17,1,12,0,Bachelor,False,32.5,5,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
203,Male,25,Single,Junior,3,IT,Full-Time,2,3,1.2,4,2,8.7,Car,6,1,9,0,Bachelor,True,21.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
215,Male,23,Single,Intern/Fresher,1,IT,Full-Time,4,4,2.1,4,3,6.0,Car,6,0,29,0,Bachelor,True,10.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
220,Female,29,Married,Junior,7,Finance,Contract,2,1,2.9,5,1,6.7,Public Transport,15,2,7,0,Bachelor,False,23.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
229,Female,24,Single,Junior,2,Operations,Full-Time,2,1,1.5,3,3,6.0,Car,13,0,5,0,Bachelor,False,21.0,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
234,Female,25,Single,Junior,3,Operations,Full-Time,2,1,0.8,5,1,7.6,Car,5,1,10,0,Bachelor,False,21.5,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
238,Female,37,Divorced,Mid,15,Finance,Full-Time,1,2,1.6,4,2,6.2,Car,8,5,11,0,Bachelor,False,37.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2565,Male,40,Married,Mid,3,Sales,Full-Time,5,4,1.4,1,1,6.2,Public Transport,29,6,15,0,Bachelor,False,31.5,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2693,Male,24,Single,Junior,2,IT,Part-Time,5,5,1.3,2,1,7.2,Car,7,0,9,0,Bachelor,True,21.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2698,Female,39,Divorced,Senior,17,IT,Full-Time,5,5,1.3,1,1,7.3,Public Transport,18,5,19,6,Bachelor,True,48.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2751,Male,23,Single,Junior,1,IT,Full-Time,5,5,1.7,1,1,6.5,Public Transport,8,0,8,0,Bachelor,False,20.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2907,Male,31,Married,Mid,8,Marketing,Full-Time,5,3,3.4,1,3,8.8,Bike,6,3,14,0,Bachelor,False,34.0,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2911,Male,26,Married,Junior,4,Legal,Full-Time,4,5,1.4,1,1,6.0,Public Transport,25,1,6,0,Bachelor,False,22.0,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2951,Female,27,Single,Mid,5,Finance,Contract,5,5,1.1,1,1,7.9,Public Transport,26,1,12,0,Bachelor,False,32.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2974,Female,48,Single,Senior,24,Legal,Full-Time,3,5,1.9,1,1,6.3,Walk,1,8,19,6,Bachelor,False,52.0,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2999,Female,30,Married,Mid,3,Operations,Part-Time,2,5,1.5,1,1,7.3,Car,26,2,12,0,Bachelor,False,31.5,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
3013,Male,40,Single,Mid,12,Operations,Part-Time,5,4,2.2,2,1,6.5,Public Transport,7,6,10,0,Bachelor,False,36.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
3014,Female,43,Married,Mid,7,Sales,Part-Time,5,5,2.4,3,1,6.3,Car,15,7,15,0,Bachelor,False,33.5,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
3016,Female,38,Single,Senior,16,Sales,Full-Time,4,4,3.1,1,1,7.9,Public Transport,14,5,21,3,Bachelor,False,48.0,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
27,Female,32,Married,Mid,10,Operations,Full-Time,1,2,2.0,3,3,7.2,Public Transport,23,3,13,0,Bachelor,False,35.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
43,Other,37,Single,Senior,1,IT,Part-Time,2,5,1.1,5,4,8.3,Walk,2,5,20,5,Bachelor,True,40.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2,Female,32,Single,Senior,10,HR,Full-Time,5,5,3.5,4,2,6.7,Motorbike,13,3,16,5,Bachelor,False,45.0,4,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
9,Female,42,Married,Mid,20,Finance,Full-Time,4,5,1.8,5,2,7.6,Car,5,6,13,0,Bachelor,False,40.0,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
10,Female,29,Single,Junior,7,Finance,Full-Time,4,5,1.1,2,2,6.1,Public Transport,15,2,10,0,Bachelor,False,23.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
12,Male,36,Married,Senior,10,Marketing,Full-Time,4,3,1.7,1,1,7.0,Public Transport,17,4,16,3,Bachelor,False,45.0,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
16,Male,39,Married,Senior,17,Marketing,Full-Time,3,2,2.2,1,3,7.5,Public Transport,29,5,18,9,Bachelor,True,48.5,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
17,Male,36,Divorced,Mid,14,IT,Full-Time,4,5,1.3,4,1,5.9,Motorbike,8,4,14,0,Bachelor,True,37.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
19,Male,29,Single,Junior,7,IT,Part-Time,5,1,2.0,1,2,6.9,Walk,2,2,6,0,Bachelor,True,23.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
30,Male,26,Single,Junior,1,Finance,Contract,5,2,2.4,3,1,6.9,Motorbike,14,1,8,0,Bachelor,True,20.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
34,Other,42,Single,Senior,9,Finance,Full-Time,2,3,2.3,1,1,7.6,Public Transport,20,6,20,8,Bachelor,False,44.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
37,Male,38,Single,Senior,16,Finance,Full-Time,3,2,2.0,1,1,6.5,Public Transport,29,5,18,3,Bachelor,True,48.0,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
41,Male,32,Single,Mid,9,IT,Part-Time,5,2,4.1,1,1,7.6,Bike,8,3,15,0,Bachelor,True,34.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
48,Male,24,Single,Mid,2,IT,Full-Time,5,1,1.7,2,1,6.4,Car,23,0,11,0,Bachelor,True,31.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
55,Female,24,Single,Mid,2,Marketing,Full-Time,4,3,2.9,5,1,8.8,Public Transport,29,0,13,0,Bachelor,False,31.0,5,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
56,Female,29,Single,Mid,7,Finance,Full-Time,5,1,0.8,4,1,7.2,Car,6,2,15,0,Bachelor,False,33.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
67,Male,28,Single,Junior,6,Finance,Full-Time,3,5,1.5,4,1,7.8,Bike,5,2,7,0,Bachelor,False,23.0,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
78,Other,22,Single,Intern/Fresher,0,Customer Service,Part-Time,4,1,2.7,4,1,6.6,Public Transport,26,0,23,0,Bachelor,False,10.0,5,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
80,Male,35,Single,Senior,13,Customer Service,Part-Time,2,3,2.2,3,2,8.6,Motorbike,13,4,15,8,Bachelor,True,46.5,5,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
81,Other,28,Single,Junior,6,Legal,Full-Time,5,5,3.9,5,1,6.2,Car,12,2,8,0,Bachelor,False,23.0,5,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
82,Female,27,Married,Junior,5,IT,Full-Time,4,3,1.5,2,5,7.5,Car,5,1,7,0,Bachelor,False,22.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
84,Female,29,Single,Junior,7,Customer Service,Full-Time,3,4,1.8,3,1,8.7,Walk,1,2,7,0,Bachelor,False,23.5,5,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
88,Male,33,Single,Senior,11,Finance,Part-Time,3,3,3.3,3,2,7.2,Public Transport,13,3,21,8,Bachelor,False,45.5,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
90,Male,58,Married,Senior,24,Finance,Full-Time,4,1,2.7,3,3,7.0,Public Transport,24,12,18,4,Bachelor,False,52.0,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
92,Male,25,Married,Junior,3,Operations,Full-Time,4,4,1.8,1,2,5.3,Car,5,1,10,0,Bachelor,False,21.5,5,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
93,Female,22,Single,Junior,0,Finance,Part-Time,3,4,1.6,1,1,5.8,Car,5,0,8,0,Bachelor,False,20.0,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
96,Male,22,Single,Intern/Fresher,0,Finance,Part-Time,3,5,1.5,3,3,6.2,Motorbike,20,0,26,0,Bachelor,False,10.0,5,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
97,Male,38,Married,Mid,16,IT,Full-Time,4,3,2.6,1,1,7.3,Walk,2,5,10,0,Bachelor,True,38.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
100,Female,24,Single,Mid,2,IT,Full-Time,5,5,2.0,3,1,6.8,Walk,1,0,13,0,Bachelor,True,31.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
110,Female,27,Single,Junior,5,Customer Service,Full-Time,3,4,1.4,5,1,8.1,Public Transport,21,1,7,0,Bachelor,True,22.5,5,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
111,Other,31,Single,Senior,5,IT,Part-Time,3,5,3.2,4,2,8.0,Public Transport,13,3,16,9,Bachelor,True,42.5,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
112,Female,25,Married,Junior,3,HR,Full-Time,4,5,2.2,1,2,5.9,Public Transport,19,1,10,0,Bachelor,False,21.5,5,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
117,Male,34,Married,Mid,12,IT,Full-Time,4,5,2.6,4,1,6.3,Car,6,4,13,0,Bachelor,True,36.0,5,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
